kepid,tce_plnt_num,tce_rogue_flag,tce_period,tce_period_err,tce_time0bk,tce_time0bk_err,tce_impact,tce_impact_err,tce_duration,tce_duration_err,tce_depth,tce_depth_err,tce_model_snr,tce_prad,tce_prad_err,tce_eqt,tce_eqt_err,tce_insol,tce_insol_err,tce_steff,tce_steff_err,tce_slogg,tce_slogg_err,tce_sradius,tce_sradius_err
9899153,1,,1.3326,1.37081e-05,132.028,0.00399113,0.7,1.428,2.848,0.8103,55.91,8.017,8.572,0.661,0.3812,1330.0,1400.0,,,4895.0,151.0,4.5,0.87,0.828,1.746
8565266,1,,6.41249,5.56134e-06,137.819,0.000660977,0.481,0.7466,5.105,0.1413,987.6,8.209,124.1,3.564,0.3514,1070.0,250.0,,,6026.0,203.0,4.37,0.29,1.108,0.512
6531485,2,,0.676988,0.0,132.136,0.0,0.1,0.0,1.5,0.0,28600.0,0.0,-1.0,13.76,0.0,1920.0,0.0,,,5810.0,171.0,4.57,0.3,0.812,0.357
10079420,4,,54.5431,0.000950623,169.859,0.00923225,0.9574,0.02028,7.027,0.5829,312.8,46.99,7.619,4.366,0.3907,765.0,222.0,,,7042.0,242.0,4.04,0.33,1.992,1.149
10799291,2,,0.728603,9.45828e-06,132.184,0.0020762,0.1499,21.6,2.771,2.168,72.83,9.532,10.58,1.371,0.5808,4270.0,491.0,,,11068.0,412.0,4.38,0.13,1.555,0.338
5009189,1,,4.93915,9.18693e-06,135.047,0.00121485,0.08675,34.46,1.127,0.1137,317.7,17.46,21.95,2.087,1.356,1180.0,285.0,,,5956.0,198.0,4.32,0.28,1.17,0.559
6864891,2,,40.879,0.000688461,163.395,0.013169,0.8279,0.7151,6.537,1.496,373.2,42.35,8.852,1.018,0.4089,266.0,17.5,,,3747.0,63.0,4.78,0.08,0.47,0.06
4481426,3,,0.629692,1.32283e-05,131.574,0.00364882,0.1474,60.9,1.956,2.845,38.64,5.519,10.22,2.021,2.843,5090.0,1090.0,,,9046.0,413.0,3.83,0.24,3.18,1.329
8692861,2,,242.469,0.00336345,150.858,0.0100699,0.7658,0.4577,13.15,0.9445,337.8,18.54,19.01,1.894,0.3564,287.0,28.9,,,5637.0,116.0,4.4,0.13,0.943,0.186
6603043,1,,110.322,2.25115e-05,197.365,0.00015574,0.7241,0.001501,13.37,0.009725,7274.0,5.644,1562.0,18.83,0.01045,766.0,213.0,,,9274.0,417.0,4.15,0.34,2.043,1.124
7582608,1,,20.454,0.000311623,151.363,0.0124827,0.01188,513.7,15.36,0.3596,29.95,3.658,8.693,1.105,1.118,1220.0,319.0,,,8373.0,351.0,4.12,0.34,1.993,1.027
5900574,3,,0.91037,1.30569e-05,131.907,0.00488652,0.0002942,23100.0,3.485,5.751,24.04,2544.0,9.516,1.303,1.523,3400.0,649.0,,,7130.0,313.0,3.86,0.23,2.627,0.974
9054553,1,,0.657563,1.93169e-05,132.027,0.00766972,0.8991,1.521,2.149,12.97,27.56,6.11,5.555,1.205,1.315,3440.0,954.0,,,7277.0,297.0,4.04,0.32,1.982,1.087
10604747,2,,1.97252,1.49126e-05,133.01,0.00346157,0.3017,5.447,4.334,0.6638,26.16,2.905,10.33,1.736,0.5701,2950.0,555.0,,,7138.0,285.0,3.67,0.29,3.337,1.228
10464666,2,,131.737,0.000532949,160.413,0.0025213,0.9593,0.00751,3.847,0.1615,775.9,35.99,27.62,6.265,0.244,413.0,176.0,,,5102.0,170.0,3.96,0.57,1.669,1.415
8718678,2,,0.793108,9.28111e-06,132.146,0.00209086,0.6843,1.075,3.124,2.03,36.83,3.861,12.12,1.879,0.4298,3810.0,644.0,,,7181.0,312.0,3.75,0.28,2.898,0.946
5269411,1,,14.095,0.000188496,134.595,0.0103684,0.014,286.5,16.87,0.8241,71.01,5.257,14.0,0.9886,0.8146,856.0,222.0,,,6088.0,190.0,4.32,0.29,1.177,0.605
6616211,1,,3.85263,2.90804e-05,135.228,0.00450106,0.4337,3.019,6.82,0.6175,37.59,4.194,9.158,0.8002,0.2405,1450.0,364.0,,,6472.0,192.0,4.26,0.27,1.273,0.634
7031573,1,,0.566793,8.24748e-06,131.818,0.00242821,0.3292,8.316,2.294,2.159,58.51,6.11,14.08,0.577,0.5234,1730.0,139.0,,,4931.0,151.0,4.54,0.65,0.767,0.114
11705004,1,,9.03338,3.96887e-05,137.171,0.00338138,0.6247,3.709,2.573,0.6385,678.9,41.19,17.82,2.142,2.12,730.0,108.0,,,5311.0,182.0,4.59,0.18,0.788,0.226
6290648,2,,0.674907,1.99632e-05,131.951,0.00768159,0.91,1.124,2.043,9.325,41.75,9.463,5.962,1.572,1.439,3710.0,1210.0,,,7965.0,319.0,4.08,0.38,2.081,1.347
8380088,2,,1.4608,9.15474e-06,132.042,0.0015537,0.1,23.47,3.508,0.7151,68.69,7.582,11.31,1.446,0.5971,2400.0,729.0,,,6988.0,248.0,4.12,0.34,1.725,1.041
6346698,2,,1.22014,1.12346e-05,131.941,0.0021035,0.8992,0.2221,3.012,1.43,30.75,3.994,9.598,1.187,0.232,2460.0,487.0,,,6251.0,226.0,3.96,0.35,1.83,0.714
9970568,2,,0.761396,1.60981e-05,132.263,0.00206988,0.2974,8.543,2.53,1.294,134.0,19.9,10.18,3.903,1.941,4480.0,749.0,,,8035.0,333.0,3.71,0.26,3.312,1.073
9209247,1,,0.669277,6.55761e-06,131.832,0.00180064,0.7116,0.8386,1.825,0.5086,49.35,4.244,15.5,1.33,0.2646,3480.0,1190.0,,,7994.0,317.0,4.19,0.4,1.759,1.196
4070376,1,,1.63457,1.54547e-06,132.349,0.000335255,0.4326,1.382,1.828,0.1043,2167.0,41.33,89.21,4.657,0.6947,1620.0,333.0,,,6124.0,210.0,4.46,0.29,0.978,0.396
6545358,3,,6.94143,0.000139919,133.267,0.0158203,0.3139,16.73,15.35,6.181,126.1,14.77,9.447,1.699,1.72,1320.0,338.0,,,7021.0,417.0,4.28,0.3,1.485,0.74
4476011,1,,0.983357,9.77833e-06,132.376,0.00199868,0.3009,5.966,3.301,1.243,97.46,10.84,10.79,2.021,0.6668,3010.0,896.0,,,7286.0,316.0,4.05,0.34,2.004,1.182
10857698,2,,1.17617,1.83447e-05,131.882,0.00361378,0.5047,1.832,2.953,0.5046,25.79,3.58,9.318,1.121,0.2501,2960.0,563.0,,,7302.0,315.0,3.97,0.22,2.128,0.789
7362450,1,,0.566811,7.08e-06,131.795,0.00192756,0.7,0.6981,1.888,0.6498,19.58,1.818,15.31,0.732,0.1635,2680.0,666.0,,,5616.0,160.0,4.04,0.34,1.547,0.764
7374160,5,,2.38011,0.0,133.568,0.0,0.1,0.0,4.5,0.0,177.5,0.0,-1.0,3.057,0.0,2200.0,0.0,,,6643.0,277.0,3.91,0.27,2.279,0.814
10224550,1,,0.686888,1.1086e-05,131.795,0.00220069,0.4858,2.065,1.718,0.302,21.92,3.078,9.549,0.6017,0.1446,2610.0,626.0,,,6771.0,229.0,4.33,0.28,1.241,0.589
7286911,1,,11.5556,2.9216e-05,138.197,0.00199989,0.02801,103.6,1.608,0.1669,435.4,20.63,22.01,1.672,1.106,721.0,158.0,,,5627.0,161.0,4.57,0.28,0.808,0.351
8420752,2,,1.44129,1.408e-05,131.637,0.00306732,0.8908,0.5653,1.912,0.4166,37.18,5.808,8.697,1.461,0.4698,3380.0,689.0,,,9589.0,397.0,4.15,0.29,2.095,0.837
6590403,1,,0.514502,2.52015e-05,131.561,0.00242235,0.5004,4.141,1.499,0.69,118.9,34.16,4.672,2.555,1.259,3950.0,838.0,,,7264.0,325.0,3.95,0.24,2.255,0.935
8524712,2,,1.6201,1.40093e-05,132.799,0.00456007,0.02167,128.3,6.017,3.693,121.1,10.44,15.25,0.536,0.3675,910.0,52.0,,,4330.0,144.0,4.77,0.05,0.495,0.046
11090556,2,,4.13828,2.36093e-05,133.228,0.00389835,0.08719,68.89,3.38,0.1265,61.78,4.798,14.52,0.7739,0.9057,1210.0,260.0,,,6245.0,191.0,4.46,0.3,0.981,0.417
11125613,3,,5.72724,2.60299e-05,133.959,0.00320802,0.5857,4.28,2.209,0.2761,300.1,23.87,13.6,1.352,1.408,817.0,80.3,,,5130.0,169.0,4.58,0.11,0.756,0.14
5016163,1,,2.62285,0.0,131.852,0.0,0.1,0.0,4.5,0.0,432700.0,0.0,-1.0,53.91,0.0,1400.0,0.0,,,6233.0,218.0,4.47,0.27,0.988,0.365
6525196,1,,1.7103,1.07134e-08,131.615,2.95305e-06,0.6239,0.0001747,3.766,0.0002518,155200.0,20.77,21790.0,57.74,0.008697,1940.0,353.0,,,6195.0,164.0,4.12,0.28,1.353,0.487
4144576,1,,0.813164,2.70559e-06,131.828,0.000535221,0.5,1.373,1.388,0.05946,171.4,6.198,38.49,1.041,0.2504,1610.0,211.0,,,5285.0,169.0,4.59,0.16,0.78,0.198
9178929,1,,0.972282,1.1218e-05,131.931,0.0044848,0.7251,1.38,3.721,3.96,19.24,1.968,11.35,0.961,0.3168,3140.0,866.0,,,7547.0,304.0,4.04,0.32,2.032,1.108
5356349,2,,0.815458,1.18333e-05,132.023,0.00277797,0.07501,87.23,2.071,1.413,26.44,3.945,8.677,1.453,1.594,4200.0,667.0,,,8525.0,372.0,3.9,0.23,2.783,0.85
11456279,2,,0.925008,2.20779e-05,132.255,0.00627737,0.9721,0.1134,1.638,2.359,11.65,2.351,5.627,0.6894,0.2068,2780.0,1120.0,,,7338.0,336.0,4.22,0.45,1.593,1.273
8591109,1,,2.76894,4.50206e-05,133.161,0.0101168,0.9385,0.3151,4.652,3.282,26.27,4.086,6.66,0.9334,0.3941,1700.0,430.0,,,6270.0,212.0,4.12,0.25,1.494,0.748
6388466,2,,2.53796,4.75936e-05,132.152,0.0126297,0.8992,0.1715,8.208,5.279,43.33,3.925,12.01,0.8315,0.1306,1430.0,282.0,,,5989.0,212.0,4.38,0.26,1.072,0.414
5371013,1,,459.21,0.0153603,260.401,0.0148722,0.658,28.36,1.911,5.965,947.9,451.5,2.594,2.559,22.9,194.0,26.9,,,5226.0,196.0,4.58,0.17,0.788,0.21
8832417,1,,0.842782,8.87759e-06,131.786,0.00743165,0.9643,0.01315,2.15,0.2117,367.0,28.26,23.97,7.66,0.4499,3920.0,785.0,,,7241.0,349.0,3.68,0.32,3.144,1.223
9224836,2,,2.06282,2.21323e-05,133.302,0.00589714,0.6966,0.8253,6.25,2.053,12.49,1.199,11.86,1.437,0.2481,3810.0,840.0,,,9038.0,360.0,3.63,0.37,3.79,1.642
5566536,1,,1.17875,2.24298e-05,132.111,0.0135098,0.9868,0.004194,1.835,0.1703,40.76,2.752,15.29,1.55,0.06984,2930.0,930.0,,,8005.0,309.0,4.17,0.38,1.823,1.148
6307062,1,,75.3788,0.0,167.103,0.0,0.1,0.0,5.0,0.0,549300.0,0.0,-1.0,41.96,0.0,364.0,0.0,,,5412.0,174.0,4.59,0.18,0.769,0.231
3440840,2,,0.566578,1.07164e-05,131.954,0.00208263,0.02963,155.2,2.113,2.234,28.53,3.964,12.74,0.867,0.7123,3200.0,801.0,,,6875.0,251.0,4.12,0.28,1.606,0.796
9956082,1,,3.7403,1.87461e-05,134.705,0.00328404,0.355,8.604,2.518,0.1599,147.7,11.53,14.02,1.272,0.8811,1270.0,287.0,,,6225.0,196.0,4.45,0.29,1.031,0.463
5894972,2,,3.34131,4.34152e-05,133.628,0.00827179,0.9153,0.1277,8.465,3.43,29.42,3.53,8.492,1.082,0.1476,1730.0,431.0,,,6541.0,226.0,4.07,0.26,1.687,0.83
5456359,3,,7.45932,8.75482e-05,135.672,0.00858268,0.9821,0.001055,11.92,0.2134,27.21,2.061,14.53,0.7422,0.02793,983.0,171.0,,,5878.0,152.0,4.36,0.24,1.041,0.359
7812594,4,,0.519375,4.34955e-05,131.795,0.00770006,0.1,230.7,1.682,6.982,3.889,1.985,3.357,0.2979,1.198,3180.0,1290.0,,,7076.0,334.0,4.26,0.45,1.49,1.201
4384793,1,,374.316,0.0,431.513,0.0,0.1,0.0,5.0,0.0,288400.0,0.0,-1.0,44.47,0.0,241.0,0.0,,,5997.0,192.0,4.57,0.3,0.815,0.349
6364067,1,,5.24359,6.43625e-05,132.727,0.00981586,0.2143,25.0,11.55,4.33,135.0,7.91,17.15,1.073,1.319,1030.0,211.0,,,5804.0,186.0,4.47,0.28,0.927,0.377
11036440,1,,1.04428,1.00847e-05,132.215,0.00274217,0.3004,6.686,3.479,1.54,25.06,2.47,11.64,1.509,0.6177,3800.0,631.0,,,7861.0,301.0,3.76,0.27,2.972,0.961
10907132,1,,5.89105,3.68265e-05,132.425,0.00451161,0.3664,11.62,2.088,0.3141,272.3,27.92,10.8,1.567,1.722,986.0,202.0,,,5869.0,201.0,4.51,0.29,0.942,0.38
8908767,2,,0.862811,1.31575e-05,131.806,0.00611622,0.5748,9.181,3.791,13.48,122.4,17.39,8.758,3.302,4.595,3500.0,818.0,,,6688.0,289.0,3.7,0.41,2.855,1.313
9137447,2,,0.653188,7.75066e-06,132.0,0.00294655,0.7015,3.08,2.64,5.714,71.59,6.657,14.13,1.833,1.426,3760.0,887.0,,,7914.0,305.0,4.05,0.28,2.023,0.942
11015108,1,,39.3094,4.78969e-05,132.025,0.000995143,0.5143,0.6024,5.846,0.1951,1143.0,11.96,92.98,2.981,0.3008,489.0,46.3,,,5607.0,108.0,4.54,0.15,0.863,0.16
6269070,1,,2.76121,1.07362e-05,131.613,0.00211706,0.6982,0.9679,3.592,0.1629,71.9,4.774,16.2,2.025,0.5018,2020.0,421.0,,,6381.0,237.0,3.9,0.33,2.232,0.916
3228988,1,,0.730918,9.08097e-06,132.249,0.00259541,0.8815,0.7393,1.683,1.473,83.84,9.96,11.67,0.8854,0.5221,1860.0,350.0,,,5761.0,165.0,4.56,0.26,0.828,0.307
12301181,2,,2.18573,1.0541e-05,132.439,0.00220635,0.9014,0.5574,1.536,0.1173,43.54,5.056,11.73,0.6044,0.3896,1090.0,47.3,,,4999.0,104.0,4.59,0.06,0.748,0.057
10905911,1,,1.34154,4.41287e-06,132.746,0.000985686,0.7018,0.5409,1.599,0.054,59.35,3.405,23.0,0.8009,0.1335,1640.0,161.0,,,5779.0,117.0,4.44,0.16,0.97,0.186
9509223,2,,14.2006,0.000127283,135.716,0.00723788,0.001654,4558.0,3.182,0.3297,82.33,8.381,10.4,0.9697,1.406,843.0,215.0,,,6332.0,196.0,4.41,0.31,1.065,0.538
9823652,1,,0.845038,5.70966e-06,132.092,0.00214062,0.01348,269.2,3.422,3.358,39.17,2.861,18.39,1.635,1.002,3690.0,687.0,,,7675.0,306.0,3.9,0.23,2.578,0.939
6939291,2,,0.91444,0.000115383,132.149,0.0351312,0.8952,3.798,3.124,51.86,2.997,3.206,1.02,0.8078,2.099,4260.0,847.0,,,7358.0,302.0,3.54,0.32,4.037,1.571
5263749,3,,4.96933,4.15144e-05,133.942,0.00583966,0.4574,1.91,14.18,2.562,29.01,3.162,10.86,1.043,0.2124,1620.0,329.0,,,6614.0,195.0,3.97,0.29,1.882,0.754
8868649,1,,4.44739,2.9888e-05,133.829,0.00490245,0.853,0.1755,10.23,1.387,84.79,3.147,27.65,1.039,0.1299,1070.0,215.0,,,5472.0,164.0,4.38,0.26,0.981,0.391
9953851,1,,0.691275,8.16747e-06,131.919,0.00299242,0.0001637,25210.0,2.836,3.212,60.94,1700.0,12.89,0.7698,0.6071,2220.0,402.0,,,6315.0,214.0,4.47,0.27,0.982,0.35
8326342,1,,14.4079,7.84678e-06,142.027,0.000434148,0.9754,0.03353,2.414,0.04302,3372.0,35.59,108.6,6.838,1.592,627.0,85.7,,,5433.0,175.0,4.61,0.15,0.733,0.195
5391059,3,,0.636775,1.2738e-05,131.621,0.00160661,0.008005,555.3,1.463,0.4811,112.2,19.6,7.575,1.394,1.129,2740.0,725.0,,,6799.0,261.0,4.31,0.31,1.301,0.682
8081239,1,,10.3586,5.38615e-05,138.305,0.00414536,0.8449,0.9848,2.598,0.7726,282.8,19.89,15.38,1.951,1.173,860.0,173.0,,,5893.0,184.0,4.42,0.27,1.02,0.405
9764506,1,,2.06449,7.65242e-06,131.903,0.00109727,0.3,2.35,4.938,0.3497,75.31,6.897,13.51,2.648,0.3522,2870.0,455.0,,,7505.0,301.0,3.79,0.25,2.989,0.919
8044075,1,,3.13438,2.26882e-05,132.703,0.00425357,0.6856,1.009,2.573,0.152,34.02,4.319,8.584,1.226,0.2953,1890.0,437.0,,,6664.0,276.0,4.01,0.26,1.968,0.894
5446285,1,,10.927,0.000146617,134.388,0.0109488,0.935,0.9328,1.812,0.9947,34.39,9.006,4.057,0.7111,1.027,771.0,67.6,,,5486.0,100.0,4.45,0.14,0.962,0.165
4774208,2,,1.25488,1.09367e-05,132.388,0.0021306,0.4255,6.906,3.142,1.05,260.6,34.54,9.039,2.649,1.621,2470.0,680.0,,,7019.0,292.0,4.16,0.31,1.594,0.868
10268907,1,,1.10396,4.89294e-06,131.582,0.000965243,0.1413,24.64,1.127,0.0632,266.9,19.19,20.22,1.224,1.042,1490.0,226.0,,,5417.0,208.0,4.59,0.17,0.754,0.222
1162150,1,,0.778574,7.1026e-06,131.98,0.00147995,0.7002,0.996,1.361,0.1472,94.81,9.165,14.42,4.513,1.048,4460.0,946.0,,,7090.0,308.0,3.49,0.34,4.311,1.789
4466356,1,,14.1281,6.43009e-05,137.119,0.00374629,0.04519,93.11,2.548,0.2762,230.1,14.12,17.23,1.384,1.161,761.0,157.0,,,6100.0,186.0,4.51,0.3,0.911,0.372
9110346,1,,0.895285,3.51837e-08,131.618,9.81047e-06,0.1224,0.005241,2.942,0.001289,313700.0,175.0,4995.0,143.5,0.05964,2730.0,809.0,,,5242.0,155.0,3.63,0.35,2.55,1.502
6310636,1,,0.921012,4.67129e-06,132.044,0.00154617,0.2931,6.933,2.499,0.6752,89.45,5.028,22.96,0.7801,0.3588,1760.0,413.0,,,5738.0,183.0,4.49,0.29,0.819,0.38
5471566,1,,0.962829,1.00594e-05,132.191,0.00309446,0.255,18.26,2.526,1.409,89.78,11.47,10.16,0.7868,0.939,1650.0,344.0,,,5561.0,175.0,4.56,0.28,0.836,0.345
3445068,1,,459.224,0.00684714,260.394,0.0116453,0.2807,66.15,3.445,6.02,2118.0,431.6,7.73,4.154,19.42,223.0,44.3,,,5743.0,169.0,4.53,0.29,0.904,0.355
4476392,1,,8.7619,0.000142021,132.633,0.0125672,0.7252,0.8235,15.39,1.566,58.01,5.203,10.86,1.107,0.26,1110.0,338.0,,,6453.0,224.0,4.25,0.33,1.349,0.814
5390694,3,,1.59216,1.8126e-05,132.005,0.00492076,0.1637,27.22,5.884,6.114,56.86,6.692,10.46,0.8527,0.7047,1880.0,381.0,,,6725.0,234.0,4.4,0.26,1.119,0.447
7107802,2,,5.46757,5.34112e-05,133.423,0.00720304,0.4195,7.013,3.194,0.2345,76.24,9.16,8.792,0.8122,0.6415,1000.0,203.0,,,5851.0,173.0,4.51,0.29,0.918,0.367
1430207,1,,399.527,0.0146506,490.221,0.0173635,0.5015,3.735,11.73,0.7284,90.79,62.14,1.979,22.32,18.13,837.0,231.0,,,3995.0,129.0,1.67,0.3,23.68,12.99
8282730,2,,1.72306,1.57991e-05,133.225,0.0036709,0.9014,0.06886,5.53,1.399,71.76,10.64,7.476,1.581,0.1531,2250.0,519.0,,,6924.0,282.0,4.1,0.25,1.604,0.73
4255944,1,,4.20837,4.90111e-05,135.46,0.00794213,0.8945,0.2192,8.736,2.523,30.47,2.61,11.78,1.711,0.2872,1970.0,357.0,,,6845.0,309.0,3.85,0.25,2.674,0.935
11244137,1,,2.03381,1.46873e-05,131.943,0.00398898,0.02636,273.1,3.216,0.8119,58.44,5.208,12.65,0.6035,1.072,1240.0,219.0,,,5437.0,161.0,4.57,0.22,0.804,0.28
6927556,1,,9.65504,6.10564e-05,137.122,0.00495976,0.07979,35.39,15.25,1.066,113.4,10.85,11.19,1.208,0.6887,959.0,287.0,,,6150.0,200.0,4.36,0.33,1.137,0.677
2437488,2,,14.4701,0.000156202,134.581,0.00883982,0.9905,0.06857,7.872,0.3891,816.3,51.06,17.5,47.59,42.02,1710.0,146.0,,,4735.0,113.0,2.71,0.03,9.043,1.485
9532637,1,,0.614964,3.74505e-07,131.711,5.32011e-05,0.07818,0.2025,1.505,0.01236,301300.0,1880.0,2380.0,36.26,0.3536,1460.0,89.0,,,4509.0,168.0,4.61,0.05,0.663,0.064
12644769,2,,41.0778,2.80418e-06,152.717,6.40521e-05,0.7395,0.001347,4.57,0.004257,15910.0,11.56,1144.0,8.575,0.007392,347.0,10.7,,,4452.0,90.0,4.65,0.02,0.623,0.029
7219502,1,,0.586437,7.80774e-06,132.034,0.00149999,0.9,0.4831,1.281,0.9539,52.21,5.368,14.91,1.46,0.5213,3370.0,1090.0,,,7267.0,349.0,4.13,0.36,1.739,1.11
7281229,1,,0.566814,0.0,131.772,0.0,0.1,0.0,2.0,0.0,2249.0,0.0,-1.0,4.88,0.0,2310.0,0.0,,,6108.0,224.0,4.47,0.28,1.03,0.405
5814013,1,,1.57012,1.11779e-05,132.133,0.00322988,0.5335,4.6,2.321,0.2428,177.1,21.16,11.0,0.908,0.7407,1240.0,126.0,,,5296.0,212.0,4.65,0.11,0.665,0.124
11125936,2,,2.67218,5.41656e-06,132.84,0.000794473,0.1,26.75,0.7646,0.09605,527.1,34.35,21.87,2.263,1.211,1370.0,271.0,,,6123.0,191.0,4.46,0.28,0.969,0.378
9051991,2,,0.916492,1.03044e-05,131.572,0.00382341,0.9,0.6884,2.29,2.682,167.7,21.12,10.42,3.999,2.407,3030.0,790.0,,,5866.0,230.0,3.64,0.52,2.627,1.352
10614012,1,,132.132,0.000459792,149.189,0.00256395,0.4472,0.02683,26.09,0.1076,9243.0,130.6,116.8,78.47,0.6216,810.0,124.0,,,5067.0,113.0,2.88,0.16,8.121,2.454
9368220,2,,0.658345,4.83571e-06,131.865,0.00119628,0.7,1.445,2.045,0.9141,431.7,27.96,20.89,3.808,1.303,3070.0,973.0,,,6883.0,229.0,4.13,0.36,1.709,1.076
6113871,3,,1.34691,1.40774e-05,132.079,0.00403123,0.3056,18.93,4.507,5.307,155.6,19.23,9.92,1.658,2.016,2050.0,606.0,,,6420.0,237.0,4.27,0.32,1.312,0.77
12266636,2,,12.6549,0.00015689,134.675,0.0101164,0.8997,0.6022,4.446,1.119,94.79,10.7,9.13,1.18,0.6689,802.0,155.0,,,5833.0,173.0,4.41,0.26,1.022,0.391
6385010,1,,4.88812,8.14357e-05,136.121,0.0130265,0.9175,0.0007915,12.94,0.1028,52.61,5.837,9.075,0.9884,0.05491,1170.0,320.0,,,6026.0,322.0,4.37,0.31,1.133,0.607
7023110,1,,0.925448,1.43614e-05,132.082,0.00495307,0.144,69.57,2.57,3.27,80.18,14.35,7.304,0.6898,1.873,1550.0,211.0,,,5275.0,210.0,4.59,0.17,0.787,0.205
6685609,1,,5.86806,4.90467e-06,135.116,0.000612929,0.08862,14.61,3.967,0.1363,435.7,5.119,85.4,3.218,0.9376,1250.0,169.0,,,5918.0,116.0,4.13,0.16,1.555,0.414
8625821,2,,45.3966,0.00012061,155.291,0.00210221,0.0213,159.9,1.884,0.3912,1196.0,51.24,28.18,2.448,1.752,438.0,60.7,,,5653.0,179.0,4.63,0.17,0.709,0.191
7504328,1,,53.718,6.43554e-05,154.362,0.00101161,0.9348,0.005025,4.103,0.05894,3143.0,58.8,99.14,8.04,0.1511,531.0,89.6,,,5833.0,162.0,4.28,0.21,1.151,0.383
6801692,2,,3.2396,4.87955e-05,134.618,0.010651,0.005237,830.5,12.83,13.8,140.8,13.41,12.17,0.8137,0.9419,965.0,114.0,,,5057.0,187.0,4.57,0.64,0.704,0.158
10362031,1,,3.21372,1.11459e-05,132.977,0.00200343,0.909,0.3639,2.182,0.1753,58.19,3.407,19.47,1.47,0.5172,1610.0,415.0,,,6200.0,247.0,4.13,0.29,1.621,0.824
2438249,1,,0.536432,9.46818e-06,131.947,0.00208848,0.7,2.123,1.937,2.154,119.4,14.94,11.48,2.648,1.226,4010.0,889.0,,,7540.0,314.0,3.97,0.26,2.258,0.983
10749775,2,,0.557845,9.9471e-05,131.598,0.0345663,0.7726,8.145,1.904,13.98,18.01,26.33,0.9532,0.4316,1.377,2220.0,457.0,,,5982.0,207.0,4.49,0.29,0.928,0.377
10905746,1,,9.87868,5.15692e-06,138.408,0.000542362,0.4988,0.8249,1.927,0.1048,1509.0,20.8,82.03,1.51,0.167,383.0,38.7,,,3630.0,108.0,4.88,0.08,0.378,0.073
6448890,1,,21.4053,9.2198e-05,147.103,0.00362649,0.2499,3.127,10.11,0.2464,384.1,13.88,30.23,8.042,2.064,1080.0,28.9,,,4840.0,97.0,3.31,0.04,4.23,0.15
4571780,3,,2.07693,1.74333e-05,132.506,0.00338971,0.7023,0.8618,5.148,1.134,36.79,4.461,9.416,1.2,0.2731,2060.0,477.0,,,6458.0,187.0,4.04,0.26,1.848,0.849
10666592,1,,2.20474,4.23906e-08,132.381,9.13182e-06,0.3103,0.01122,3.86,0.001672,6704.0,2.058,3715.0,16.48,0.01349,2020.0,27.1,,,6350.0,80.0,4.02,0.01,1.991,0.018
10386922,2,,26.6295,4.66166e-05,138.735,0.00148372,0.3015,2.699,7.866,0.2823,489.1,6.387,76.84,3.146,0.6044,743.0,67.0,,,5866.0,113.0,4.12,0.15,1.417,0.25
4827662,2,,5.42924,2.73323e-05,133.228,0.00343846,0.699,0.4007,12.59,0.969,86.01,8.445,10.91,1.141,0.1326,1210.0,364.0,,,6378.0,206.0,4.35,0.33,1.151,0.687
6606438,1,,103.428,0.000923738,220.222,0.00824987,0.25,26.92,5.002,2.093,1019.0,73.94,14.21,3.276,4.716,414.0,80.5,,,6194.0,230.0,4.46,0.27,1.02,0.389
5737104,1,,1.06361,1.25139e-05,132.253,0.00315378,0.1226,49.48,2.577,1.349,110.6,15.8,8.597,1.375,1.589,2230.0,579.0,,,6616.0,372.0,4.33,0.3,1.298,0.659
9842937,1,,4.9884,3.43036e-05,133.759,0.0047815,0.8312,0.4033,6.994,0.1873,201.2,9.465,21.96,1.538,0.357,1050.0,206.0,,,5695.0,171.0,4.41,0.25,0.961,0.37
2833554,1,,2.08014,1.78251e-05,133.347,0.00460179,0.6921,1.073,5.775,1.946,27.68,2.677,10.81,1.025,0.3199,1910.0,449.0,,,5749.0,155.0,3.93,0.39,1.828,0.855
6042663,2,,30.9718,3.69281e-06,134.548,9.98286e-05,0.9319,0.08052,4.955,0.006714,92640.0,97.06,1531.0,38.37,5.112,521.0,114.0,,,5626.0,170.0,4.56,0.29,0.824,0.356
3655115,2,,1.56073,2.06093e-05,132.82,0.00900838,0.984,0.01153,2.804,0.2827,183.5,23.15,13.2,3.685,0.6692,2460.0,522.0,,,6767.0,279.0,3.99,0.24,2.019,0.841
3446837,3,,0.586019,1.20779e-05,131.86,0.00171998,0.2543,9.041,2.119,1.188,35.44,5.514,10.7,1.217,0.5637,3300.0,784.0,,,6623.0,289.0,4.01,0.28,2.018,0.941
8544992,2,,13.2973,0.000103185,140.941,0.00620749,0.9674,0.02017,3.56,0.4208,231.5,20.57,12.85,1.345,0.1218,515.0,29.0,,,4500.0,131.0,4.63,0.06,0.633,0.061
4934893,2,,2.55804,1.79598e-05,133.277,0.00337513,0.1412,36.55,2.75,0.2129,23.38,3.337,8.353,1.134,1.033,2290.0,468.0,,,7108.0,272.0,3.93,0.24,2.314,0.928
11393634,1,,0.966724,1.24888e-05,132.446,0.00251264,0.5,1.82,1.962,0.2159,21.98,3.602,7.932,0.8929,0.1928,3000.0,624.0,,,7249.0,313.0,4.02,0.23,1.832,0.745
